"Data","Reservatório","Vazao"
1999-01-01,"TRÊS MARIAS",854
1999-01-02,"TRÊS MARIAS",1128
1999-01-03,"TRÊS MARIAS",1021
1999-01-04,"TRÊS MARIAS",1307
1999-01-05,"TRÊS MARIAS",1481
1999-01-06,"TRÊS MARIAS",1555
1999-01-07,"TRÊS MARIAS",1323
1999-01-08,"TRÊS MARIAS",1322
1999-01-09,"TRÊS MARIAS",1259
1999-01-10,"TRÊS MARIAS",1137
1999-01-11,"TRÊS MARIAS",947
1999-01-12,"TRÊS MARIAS",911
1999-01-13,"TRÊS MARIAS",877
1999-01-14,"TRÊS MARIAS",835
1999-01-15,"TRÊS MARIAS",831
1999-01-16,"TRÊS MARIAS",640
1999-01-17,"TRÊS MARIAS",629
1999-01-18,"TRÊS MARIAS",636
1999-01-19,"TRÊS MARIAS",566
1999-01-20,"TRÊS MARIAS",573
1999-01-21,"TRÊS MARIAS",700
1999-01-22,"TRÊS MARIAS",380
1999-01-23,"TRÊS MARIAS",436
1999-01-24,"TRÊS MARIAS",514
1999-01-25,"TRÊS MARIAS",396
1999-01-26,"TRÊS MARIAS",525
1999-01-27,"TRÊS MARIAS",444
1999-01-28,"TRÊS MARIAS",547
1999-01-29,"TRÊS MARIAS",437
1999-01-30,"TRÊS MARIAS",827
1999-01-31,"TRÊS MARIAS",702
1999-02-01,"TRÊS MARIAS",789
1999-02-02,"TRÊS MARIAS",615
1999-02-03,"TRÊS MARIAS",704
1999-02-04,"TRÊS MARIAS",666
1999-02-05,"TRÊS MARIAS",570
1999-02-06,"TRÊS MARIAS",568
1999-02-07,"TRÊS MARIAS",432
1999-02-08,"TRÊS MARIAS",434
1999-02-09,"TRÊS MARIAS",395
1999-02-10,"TRÊS MARIAS",370
1999-02-11,"TRÊS MARIAS",763
1999-02-12,"TRÊS MARIAS",270
1999-02-13,"TRÊS MARIAS",543
1999-02-14,"TRÊS MARIAS",406
1999-02-15,"TRÊS MARIAS",483
1999-02-16,"TRÊS MARIAS",399
1999-02-17,"TRÊS MARIAS",396
1999-02-18,"TRÊS MARIAS",621
1999-02-19,"TRÊS MARIAS",458
1999-02-20,"TRÊS MARIAS",450
1999-02-21,"TRÊS MARIAS",296
1999-02-22,"TRÊS MARIAS",625
1999-02-23,"TRÊS MARIAS",625
1999-02-24,"TRÊS MARIAS",678
1999-02-25,"TRÊS MARIAS",578
1999-02-26,"TRÊS MARIAS",773
1999-02-27,"TRÊS MARIAS",960
1999-02-28,"TRÊS MARIAS",1560
1999-03-01,"TRÊS MARIAS",3062
1999-03-02,"TRÊS MARIAS",2575
1999-03-03,"TRÊS MARIAS",1776
1999-03-04,"TRÊS MARIAS",2005
1999-03-05,"TRÊS MARIAS",1948
1999-03-06,"TRÊS MARIAS",1393
1999-03-07,"TRÊS MARIAS",2502
1999-03-08,"TRÊS MARIAS",3229
1999-03-09,"TRÊS MARIAS",2408
1999-03-10,"TRÊS MARIAS",2467
1999-03-11,"TRÊS MARIAS",2298
1999-03-12,"TRÊS MARIAS",1948
1999-03-13,"TRÊS MARIAS",2319
1999-03-14,"TRÊS MARIAS",1756
1999-03-15,"TRÊS MARIAS",1779
1999-03-16,"TRÊS MARIAS",1522
1999-03-17,"TRÊS MARIAS",1979
1999-03-18,"TRÊS MARIAS",1267
1999-03-19,"TRÊS MARIAS",1011
1999-03-20,"TRÊS MARIAS",1149
1999-03-21,"TRÊS MARIAS",1068
1999-03-22,"TRÊS MARIAS",777
1999-03-23,"TRÊS MARIAS",974
1999-03-24,"TRÊS MARIAS",808
1999-03-25,"TRÊS MARIAS",1017
1999-03-26,"TRÊS MARIAS",915
1999-03-27,"TRÊS MARIAS",1055
1999-03-28,"TRÊS MARIAS",835
1999-03-29,"TRÊS MARIAS",982
1999-03-30,"TRÊS MARIAS",812
1999-03-31,"TRÊS MARIAS",691
1999-04-01,"TRÊS MARIAS",822
1999-04-02,"TRÊS MARIAS",548
1999-04-03,"TRÊS MARIAS",703
1999-04-04,"TRÊS MARIAS",482
1999-04-05,"TRÊS MARIAS",717
1999-04-06,"TRÊS MARIAS",557
1999-04-07,"TRÊS MARIAS",550
1999-04-08,"TRÊS MARIAS",588
1999-04-09,"TRÊS MARIAS",506
1999-04-10,"TRÊS MARIAS",585
1999-04-11,"TRÊS MARIAS",367
1999-04-12,"TRÊS MARIAS",565
1999-04-13,"TRÊS MARIAS",468
1999-04-14,"TRÊS MARIAS",459
1999-04-15,"TRÊS MARIAS",494
1999-04-16,"TRÊS MARIAS",495
1999-04-17,"TRÊS MARIAS",567
1999-04-18,"TRÊS MARIAS",525
1999-04-19,"TRÊS MARIAS",483
1999-04-20,"TRÊS MARIAS",504
1999-04-21,"TRÊS MARIAS",531
1999-04-22,"TRÊS MARIAS",594
1999-04-23,"TRÊS MARIAS",463
1999-04-24,"TRÊS MARIAS",552
1999-04-25,"TRÊS MARIAS",334
1999-04-26,"TRÊS MARIAS",444
1999-04-27,"TRÊS MARIAS",525
1999-04-28,"TRÊS MARIAS",445
1999-04-29,"TRÊS MARIAS",372
1999-04-30,"TRÊS MARIAS",450
1999-05-01,"TRÊS MARIAS",387
1999-05-02,"TRÊS MARIAS",385
1999-05-03,"TRÊS MARIAS",367
1999-05-04,"TRÊS MARIAS",445
1999-05-05,"TRÊS MARIAS",372
1999-05-06,"TRÊS MARIAS",376
1999-05-07,"TRÊS MARIAS",362
1999-05-08,"TRÊS MARIAS",462
1999-05-09,"TRÊS MARIAS",388
1999-05-10,"TRÊS MARIAS",456
1999-05-11,"TRÊS MARIAS",327
1999-05-12,"TRÊS MARIAS",331
1999-05-13,"TRÊS MARIAS",464
1999-05-14,"TRÊS MARIAS",479
1999-05-15,"TRÊS MARIAS",478
1999-05-16,"TRÊS MARIAS",332
1999-05-17,"TRÊS MARIAS",330
1999-05-18,"TRÊS MARIAS",335
1999-05-19,"TRÊS MARIAS",270
1999-05-20,"TRÊS MARIAS",551
1999-05-21,"TRÊS MARIAS",308
1999-05-22,"TRÊS MARIAS",334
1999-05-23,"TRÊS MARIAS",321
1999-05-24,"TRÊS MARIAS",403
1999-05-25,"TRÊS MARIAS",262
1999-05-26,"TRÊS MARIAS",330
1999-05-27,"TRÊS MARIAS",415
1999-05-28,"TRÊS MARIAS",329
1999-05-29,"TRÊS MARIAS",252
1999-05-30,"TRÊS MARIAS",547
1999-05-31,"TRÊS MARIAS",104
1999-06-01,"TRÊS MARIAS",278
1999-06-02,"TRÊS MARIAS",205
1999-06-03,"TRÊS MARIAS",227
1999-06-04,"TRÊS MARIAS",205
1999-06-05,"TRÊS MARIAS",202
1999-06-06,"TRÊS MARIAS",199
1999-06-07,"TRÊS MARIAS",244
1999-06-08,"TRÊS MARIAS",218
1999-06-09,"TRÊS MARIAS",194
1999-06-10,"TRÊS MARIAS",198
1999-06-11,"TRÊS MARIAS",202
1999-06-12,"TRÊS MARIAS",199
1999-06-13,"TRÊS MARIAS",216
1999-06-14,"TRÊS MARIAS",205
1999-06-15,"TRÊS MARIAS",193
1999-06-16,"TRÊS MARIAS",233
1999-06-17,"TRÊS MARIAS",240
1999-06-18,"TRÊS MARIAS",226
1999-06-19,"TRÊS MARIAS",195
1999-06-20,"TRÊS MARIAS",247
1999-06-21,"TRÊS MARIAS",207
1999-06-22,"TRÊS MARIAS",224
1999-06-23,"TRÊS MARIAS",257
1999-06-24,"TRÊS MARIAS",209
1999-06-25,"TRÊS MARIAS",190
1999-06-26,"TRÊS MARIAS",154
1999-06-27,"TRÊS MARIAS",174
1999-06-28,"TRÊS MARIAS",156
1999-06-29,"TRÊS MARIAS",179
1999-06-30,"TRÊS MARIAS",202
1999-07-01,"TRÊS MARIAS",214
1999-07-02,"TRÊS MARIAS",103
1999-07-03,"TRÊS MARIAS",322
1999-07-04,"TRÊS MARIAS",300
1999-07-05,"TRÊS MARIAS",332
1999-07-06,"TRÊS MARIAS",233
1999-07-07,"TRÊS MARIAS",161
1999-07-08,"TRÊS MARIAS",120
1999-07-09,"TRÊS MARIAS",197
1999-07-10,"TRÊS MARIAS",177
1999-07-11,"TRÊS MARIAS",145
1999-07-12,"TRÊS MARIAS",254
1999-07-13,"TRÊS MARIAS",161
1999-07-14,"TRÊS MARIAS",101
1999-07-15,"TRÊS MARIAS",172
1999-07-16,"TRÊS MARIAS",119
1999-07-17,"TRÊS MARIAS",190
1999-07-18,"TRÊS MARIAS",195
1999-07-19,"TRÊS MARIAS",150
1999-07-20,"TRÊS MARIAS",187
1999-07-21,"TRÊS MARIAS",115
1999-07-22,"TRÊS MARIAS",131
1999-07-23,"TRÊS MARIAS",135
1999-07-24,"TRÊS MARIAS",175
1999-07-25,"TRÊS MARIAS",180
1999-07-26,"TRÊS MARIAS",128
1999-07-27,"TRÊS MARIAS",141
1999-07-28,"TRÊS MARIAS",128
1999-07-29,"TRÊS MARIAS",128
1999-07-30,"TRÊS MARIAS",118
1999-07-31,"TRÊS MARIAS",192
1999-08-01,"TRÊS MARIAS",83
1999-08-02,"TRÊS MARIAS",117
1999-08-03,"TRÊS MARIAS",44
1999-08-04,"TRÊS MARIAS",126
1999-08-05,"TRÊS MARIAS",127
1999-08-06,"TRÊS MARIAS",53
1999-08-07,"TRÊS MARIAS",49
1999-08-08,"TRÊS MARIAS",93
1999-08-09,"TRÊS MARIAS",118
1999-08-10,"TRÊS MARIAS",205
1999-08-11,"TRÊS MARIAS",60
1999-08-12,"TRÊS MARIAS",61
1999-08-13,"TRÊS MARIAS",67
1999-08-14,"TRÊS MARIAS",211
1999-08-15,"TRÊS MARIAS",101
1999-08-16,"TRÊS MARIAS",63
1999-08-17,"TRÊS MARIAS",43
1999-08-18,"TRÊS MARIAS",44
1999-08-19,"TRÊS MARIAS",52
1999-08-20,"TRÊS MARIAS",45
1999-08-21,"TRÊS MARIAS",25
1999-08-22,"TRÊS MARIAS",15
1999-08-23,"TRÊS MARIAS",125
1999-08-24,"TRÊS MARIAS",83
1999-08-25,"TRÊS MARIAS",90
1999-08-26,"TRÊS MARIAS",95
1999-08-27,"TRÊS MARIAS",121
1999-08-28,"TRÊS MARIAS",100
1999-08-29,"TRÊS MARIAS",134
1999-08-30,"TRÊS MARIAS",92
1999-08-31,"TRÊS MARIAS",103
1999-09-01,"TRÊS MARIAS",115
1999-09-02,"TRÊS MARIAS",93
1999-09-03,"TRÊS MARIAS",111
1999-09-04,"TRÊS MARIAS",81
1999-09-05,"TRÊS MARIAS",62
1999-09-06,"TRÊS MARIAS",97
1999-09-07,"TRÊS MARIAS",83
1999-09-08,"TRÊS MARIAS",68
1999-09-09,"TRÊS MARIAS",119
1999-09-10,"TRÊS MARIAS",110
1999-09-11,"TRÊS MARIAS",57
1999-09-12,"TRÊS MARIAS",52
1999-09-13,"TRÊS MARIAS",47
1999-09-14,"TRÊS MARIAS",65
1999-09-15,"TRÊS MARIAS",83
1999-09-16,"TRÊS MARIAS",128
1999-09-17,"TRÊS MARIAS",90
1999-09-18,"TRÊS MARIAS",84
1999-09-19,"TRÊS MARIAS",121
1999-09-20,"TRÊS MARIAS",174
1999-09-21,"TRÊS MARIAS",149
1999-09-22,"TRÊS MARIAS",130
1999-09-23,"TRÊS MARIAS",125
1999-09-24,"TRÊS MARIAS",97
1999-09-25,"TRÊS MARIAS",87
1999-09-26,"TRÊS MARIAS",77
1999-09-27,"TRÊS MARIAS",86
1999-09-28,"TRÊS MARIAS",91
1999-09-29,"TRÊS MARIAS",116
1999-09-30,"TRÊS MARIAS",118
1999-10-01,"TRÊS MARIAS",90
1999-10-02,"TRÊS MARIAS",104
1999-10-03,"TRÊS MARIAS",98
1999-10-04,"TRÊS MARIAS",132
1999-10-05,"TRÊS MARIAS",101
1999-10-06,"TRÊS MARIAS",100
1999-10-07,"TRÊS MARIAS",104
1999-10-08,"TRÊS MARIAS",108
1999-10-09,"TRÊS MARIAS",112
1999-10-10,"TRÊS MARIAS",101
1999-10-11,"TRÊS MARIAS",94
1999-10-12,"TRÊS MARIAS",93
1999-10-13,"TRÊS MARIAS",101
1999-10-14,"TRÊS MARIAS",96
1999-10-15,"TRÊS MARIAS",93
1999-10-16,"TRÊS MARIAS",88
1999-10-17,"TRÊS MARIAS",80
1999-10-18,"TRÊS MARIAS",78
1999-10-19,"TRÊS MARIAS",67
1999-10-20,"TRÊS MARIAS",61
1999-10-21,"TRÊS MARIAS",63
1999-10-22,"TRÊS MARIAS",115
1999-10-23,"TRÊS MARIAS",91
1999-10-24,"TRÊS MARIAS",86
1999-10-25,"TRÊS MARIAS",150
1999-10-26,"TRÊS MARIAS",190
1999-10-27,"TRÊS MARIAS",188
1999-10-28,"TRÊS MARIAS",260
1999-10-29,"TRÊS MARIAS",223
1999-10-30,"TRÊS MARIAS",190
1999-10-31,"TRÊS MARIAS",150
1999-11-01,"TRÊS MARIAS",141
1999-11-02,"TRÊS MARIAS",85
1999-11-03,"TRÊS MARIAS",87
1999-11-04,"TRÊS MARIAS",97
1999-11-05,"TRÊS MARIAS",107
1999-11-06,"TRÊS MARIAS",150
1999-11-07,"TRÊS MARIAS",280
1999-11-08,"TRÊS MARIAS",589
1999-11-09,"TRÊS MARIAS",572
1999-11-10,"TRÊS MARIAS",619
1999-11-11,"TRÊS MARIAS",459
1999-11-12,"TRÊS MARIAS",511
1999-11-13,"TRÊS MARIAS",737
1999-11-14,"TRÊS MARIAS",522
1999-11-15,"TRÊS MARIAS",629
1999-11-16,"TRÊS MARIAS",337
1999-11-17,"TRÊS MARIAS",350
1999-11-18,"TRÊS MARIAS",498
1999-11-19,"TRÊS MARIAS",282
1999-11-20,"TRÊS MARIAS",1879
1999-11-21,"TRÊS MARIAS",971
1999-11-22,"TRÊS MARIAS",577
1999-11-23,"TRÊS MARIAS",632
1999-11-24,"TRÊS MARIAS",634
1999-11-25,"TRÊS MARIAS",1968
1999-11-26,"TRÊS MARIAS",745
1999-11-27,"TRÊS MARIAS",1077
1999-11-28,"TRÊS MARIAS",725
1999-11-29,"TRÊS MARIAS",910
1999-11-30,"TRÊS MARIAS",820
1999-12-01,"TRÊS MARIAS",359
1999-12-02,"TRÊS MARIAS",369
1999-12-03,"TRÊS MARIAS",428
1999-12-04,"TRÊS MARIAS",249
1999-12-05,"TRÊS MARIAS",919
1999-12-06,"TRÊS MARIAS",552
1999-12-07,"TRÊS MARIAS",416
1999-12-08,"TRÊS MARIAS",1023
1999-12-09,"TRÊS MARIAS",723
1999-12-10,"TRÊS MARIAS",606
1999-12-11,"TRÊS MARIAS",828
1999-12-12,"TRÊS MARIAS",665
1999-12-13,"TRÊS MARIAS",1040
1999-12-14,"TRÊS MARIAS",1040
1999-12-15,"TRÊS MARIAS",998
1999-12-16,"TRÊS MARIAS",1164
1999-12-17,"TRÊS MARIAS",840
1999-12-18,"TRÊS MARIAS",862
1999-12-19,"TRÊS MARIAS",1037
1999-12-20,"TRÊS MARIAS",612
1999-12-21,"TRÊS MARIAS",397
1999-12-22,"TRÊS MARIAS",430
1999-12-23,"TRÊS MARIAS",951
1999-12-24,"TRÊS MARIAS",1242
1999-12-25,"TRÊS MARIAS",636
1999-12-26,"TRÊS MARIAS",847
1999-12-27,"TRÊS MARIAS",729
1999-12-28,"TRÊS MARIAS",673
1999-12-29,"TRÊS MARIAS",745
1999-12-30,"TRÊS MARIAS",816
1999-12-31,"TRÊS MARIAS",1071
2000-01-01,"TRÊS MARIAS",1514
2000-01-02,"TRÊS MARIAS",998
2000-01-03,"TRÊS MARIAS",1458
2000-01-04,"TRÊS MARIAS",1800
2000-01-05,"TRÊS MARIAS",1581
2000-01-06,"TRÊS MARIAS",1623
2000-01-07,"TRÊS MARIAS",1580
2000-01-08,"TRÊS MARIAS",1382
2000-01-09,"TRÊS MARIAS",1291
2000-01-10,"TRÊS MARIAS",1015
2000-01-11,"TRÊS MARIAS",1016
2000-01-12,"TRÊS MARIAS",884
2000-01-13,"TRÊS MARIAS",814
2000-01-14,"TRÊS MARIAS",705
2000-01-15,"TRÊS MARIAS",682
2000-01-16,"TRÊS MARIAS",596
2000-01-17,"TRÊS MARIAS",619
2000-01-18,"TRÊS MARIAS",649
2000-01-19,"TRÊS MARIAS",739
2000-01-20,"TRÊS MARIAS",1031
2000-01-21,"TRÊS MARIAS",1014
2000-01-22,"TRÊS MARIAS",844
2000-01-23,"TRÊS MARIAS",786
2000-01-24,"TRÊS MARIAS",968
2000-01-25,"TRÊS MARIAS",618
2000-01-26,"TRÊS MARIAS",618
2000-01-27,"TRÊS MARIAS",887
2000-01-28,"TRÊS MARIAS",880
2000-01-29,"TRÊS MARIAS",1017
2000-01-30,"TRÊS MARIAS",1714
2000-01-31,"TRÊS MARIAS",1904
2000-02-01,"TRÊS MARIAS",4393
2000-02-02,"TRÊS MARIAS",3358
2000-02-03,"TRÊS MARIAS",3300
2000-02-04,"TRÊS MARIAS",2542
2000-02-05,"TRÊS MARIAS",2246
2000-02-06,"TRÊS MARIAS",1955
2000-02-07,"TRÊS MARIAS",1766
2000-02-08,"TRÊS MARIAS",1853
2000-02-09,"TRÊS MARIAS",3527
2000-02-10,"TRÊS MARIAS",3387
2000-02-11,"TRÊS MARIAS",3133
2000-02-12,"TRÊS MARIAS",2718
2000-02-13,"TRÊS MARIAS",2540
2000-02-14,"TRÊS MARIAS",2174
2000-02-15,"TRÊS MARIAS",1907
2000-02-16,"TRÊS MARIAS",1650
2000-02-17,"TRÊS MARIAS",1836
2000-02-18,"TRÊS MARIAS",1715
2000-02-19,"TRÊS MARIAS",1637
2000-02-20,"TRÊS MARIAS",1648
2000-02-21,"TRÊS MARIAS",1457
2000-02-22,"TRÊS MARIAS",1456
2000-02-23,"TRÊS MARIAS",1260
2000-02-24,"TRÊS MARIAS",1174
2000-02-25,"TRÊS MARIAS",1085
2000-02-26,"TRÊS MARIAS",1176
2000-02-27,"TRÊS MARIAS",1129
2000-02-28,"TRÊS MARIAS",976
2000-02-29,"TRÊS MARIAS",1170
2000-03-01,"TRÊS MARIAS",984
2000-03-02,"TRÊS MARIAS",893
2000-03-03,"TRÊS MARIAS",1080
2000-03-04,"TRÊS MARIAS",890
2000-03-05,"TRÊS MARIAS",688
2000-03-06,"TRÊS MARIAS",691
2000-03-07,"TRÊS MARIAS",599
2000-03-08,"TRÊS MARIAS",705
2000-03-09,"TRÊS MARIAS",1176
2000-03-10,"TRÊS MARIAS",1171
2000-03-11,"TRÊS MARIAS",3175
2000-03-12,"TRÊS MARIAS",1922
2000-03-13,"TRÊS MARIAS",2070
2000-03-14,"TRÊS MARIAS",1652
2000-03-15,"TRÊS MARIAS",1797
2000-03-16,"TRÊS MARIAS",2237
2000-03-17,"TRÊS MARIAS",2237
2000-03-18,"TRÊS MARIAS",2002
2000-03-19,"TRÊS MARIAS",1930
2000-03-20,"TRÊS MARIAS",1847
2000-03-21,"TRÊS MARIAS",1556
2000-03-22,"TRÊS MARIAS",1671
2000-03-23,"TRÊS MARIAS",1482
2000-03-24,"TRÊS MARIAS",1582
2000-03-25,"TRÊS MARIAS",1395
2000-03-26,"TRÊS MARIAS",1158
2000-03-27,"TRÊS MARIAS",1179
2000-03-28,"TRÊS MARIAS",1305
2000-03-29,"TRÊS MARIAS",1196
2000-03-30,"TRÊS MARIAS",1176
2000-03-31,"TRÊS MARIAS",1100
2000-04-01,"TRÊS MARIAS",914
2000-04-02,"TRÊS MARIAS",904
2000-04-03,"TRÊS MARIAS",1009
2000-04-04,"TRÊS MARIAS",689
2000-04-05,"TRÊS MARIAS",776
2000-04-06,"TRÊS MARIAS",682
2000-04-07,"TRÊS MARIAS",665
2000-04-08,"TRÊS MARIAS",636
2000-04-09,"TRÊS MARIAS",605
2000-04-10,"TRÊS MARIAS",857
2000-04-11,"TRÊS MARIAS",702
2000-04-12,"TRÊS MARIAS",673
2000-04-13,"TRÊS MARIAS",574
2000-04-14,"TRÊS MARIAS",819
2000-04-15,"TRÊS MARIAS",591
2000-04-16,"TRÊS MARIAS",734
2000-04-17,"TRÊS MARIAS",559
2000-04-18,"TRÊS MARIAS",673
2000-04-19,"TRÊS MARIAS",588
2000-04-20,"TRÊS MARIAS",601
2000-04-21,"TRÊS MARIAS",675
2000-04-22,"TRÊS MARIAS",679
2000-04-23,"TRÊS MARIAS",651
2000-04-24,"TRÊS MARIAS",590
2000-04-25,"TRÊS MARIAS",573
2000-04-26,"TRÊS MARIAS",519
2000-04-27,"TRÊS MARIAS",489
2000-04-28,"TRÊS MARIAS",484
2000-04-29,"TRÊS MARIAS",504
2000-04-30,"TRÊS MARIAS",501
2000-05-01,"TRÊS MARIAS",492
2000-05-02,"TRÊS MARIAS",484
2000-05-03,"TRÊS MARIAS",456
2000-05-04,"TRÊS MARIAS",455
2000-05-05,"TRÊS MARIAS",438
2000-05-06,"TRÊS MARIAS",433
2000-05-07,"TRÊS MARIAS",425
2000-05-08,"TRÊS MARIAS",417
2000-05-09,"TRÊS MARIAS",411
2000-05-10,"TRÊS MARIAS",410
2000-05-11,"TRÊS MARIAS",412
2000-05-12,"TRÊS MARIAS",401
2000-05-13,"TRÊS MARIAS",402
2000-05-14,"TRÊS MARIAS",382
2000-05-15,"TRÊS MARIAS",384
2000-05-16,"TRÊS MARIAS",389
2000-05-17,"TRÊS MARIAS",389
2000-05-18,"TRÊS MARIAS",388
2000-05-19,"TRÊS MARIAS",385
2000-05-20,"TRÊS MARIAS",370
2000-05-21,"TRÊS MARIAS",369
2000-05-22,"TRÊS MARIAS",364
2000-05-23,"TRÊS MARIAS",359
2000-05-24,"TRÊS MARIAS",347
2000-05-25,"TRÊS MARIAS",351
2000-05-26,"TRÊS MARIAS",335
2000-05-27,"TRÊS MARIAS",362
2000-05-28,"TRÊS MARIAS",351
2000-05-29,"TRÊS MARIAS",328
2000-05-30,"TRÊS MARIAS",318
2000-05-31,"TRÊS MARIAS",303
2000-06-01,"TRÊS MARIAS",338
2000-06-02,"TRÊS MARIAS",341
2000-06-03,"TRÊS MARIAS",335
2000-06-04,"TRÊS MARIAS",326
2000-06-05,"TRÊS MARIAS",312
2000-06-06,"TRÊS MARIAS",311
2000-06-07,"TRÊS MARIAS",300
2000-06-08,"TRÊS MARIAS",303
2000-06-09,"TRÊS MARIAS",303
2000-06-10,"TRÊS MARIAS",308
2000-06-11,"TRÊS MARIAS",318
2000-06-12,"TRÊS MARIAS",298
2000-06-13,"TRÊS MARIAS",312
2000-06-14,"TRÊS MARIAS",292
2000-06-15,"TRÊS MARIAS",285
2000-06-16,"TRÊS MARIAS",275
2000-06-17,"TRÊS MARIAS",266
2000-06-18,"TRÊS MARIAS",253
2000-06-19,"TRÊS MARIAS",263
2000-06-20,"TRÊS MARIAS",253
2000-06-21,"TRÊS MARIAS",260
2000-06-22,"TRÊS MARIAS",252
2000-06-23,"TRÊS MARIAS",251
2000-06-24,"TRÊS MARIAS",240
2000-06-25,"TRÊS MARIAS",236
2000-06-26,"TRÊS MARIAS",234
2000-06-27,"TRÊS MARIAS",236
2000-06-28,"TRÊS MARIAS",227
2000-06-29,"TRÊS MARIAS",232
2000-06-30,"TRÊS MARIAS",229
2000-07-01,"TRÊS MARIAS",225
2000-07-02,"TRÊS MARIAS",232
2000-07-03,"TRÊS MARIAS",229
2000-07-04,"TRÊS MARIAS",222
2000-07-05,"TRÊS MARIAS",217
2000-07-06,"TRÊS MARIAS",227
2000-07-07,"TRÊS MARIAS",220
2000-07-08,"TRÊS MARIAS",220
2000-07-09,"TRÊS MARIAS",210
2000-07-10,"TRÊS MARIAS",212
2000-07-11,"TRÊS MARIAS",210
2000-07-12,"TRÊS MARIAS",206
2000-07-13,"TRÊS MARIAS",204
2000-07-14,"TRÊS MARIAS",203
2000-07-15,"TRÊS MARIAS",202
2000-07-16,"TRÊS MARIAS",200
2000-07-17,"TRÊS MARIAS",199
2000-07-18,"TRÊS MARIAS",197
2000-07-19,"TRÊS MARIAS",196
2000-07-20,"TRÊS MARIAS",195
2000-07-21,"TRÊS MARIAS",193
2000-07-22,"TRÊS MARIAS",191
2000-07-23,"TRÊS MARIAS",192
2000-07-24,"TRÊS MARIAS",191
2000-07-25,"TRÊS MARIAS",185
2000-07-26,"TRÊS MARIAS",180
2000-07-27,"TRÊS MARIAS",175
2000-07-28,"TRÊS MARIAS",181
2000-07-29,"TRÊS MARIAS",179
2000-07-30,"TRÊS MARIAS",185
2000-07-31,"TRÊS MARIAS",179
2000-08-01,"TRÊS MARIAS",176
2000-08-02,"TRÊS MARIAS",182
2000-08-03,"TRÊS MARIAS",181
2000-08-04,"TRÊS MARIAS",180
2000-08-05,"TRÊS MARIAS",178
2000-08-06,"TRÊS MARIAS",179
2000-08-07,"TRÊS MARIAS",170
2000-08-08,"TRÊS MARIAS",173
2000-08-09,"TRÊS MARIAS",169
2000-08-10,"TRÊS MARIAS",165
2000-08-11,"TRÊS MARIAS",161
2000-08-12,"TRÊS MARIAS",158
2000-08-13,"TRÊS MARIAS",142
2000-08-14,"TRÊS MARIAS",140
2000-08-15,"TRÊS MARIAS",136
2000-08-16,"TRÊS MARIAS",125
2000-08-17,"TRÊS MARIAS",122
2000-08-18,"TRÊS MARIAS",125
2000-08-19,"TRÊS MARIAS",123
2000-08-20,"TRÊS MARIAS",125
2000-08-21,"TRÊS MARIAS",121
2000-08-22,"TRÊS MARIAS",125
2000-08-23,"TRÊS MARIAS",121
2000-08-24,"TRÊS MARIAS",124
2000-08-25,"TRÊS MARIAS",121
2000-08-26,"TRÊS MARIAS",119
2000-08-27,"TRÊS MARIAS",118
2000-08-28,"TRÊS MARIAS",120
2000-08-29,"TRÊS MARIAS",121
2000-08-30,"TRÊS MARIAS",122
2000-08-31,"TRÊS MARIAS",123
2000-09-01,"TRÊS MARIAS",119
2000-09-02,"TRÊS MARIAS",339
2000-09-03,"TRÊS MARIAS",282
2000-09-04,"TRÊS MARIAS",371
2000-09-05,"TRÊS MARIAS",256
2000-09-06,"TRÊS MARIAS",495
2000-09-07,"TRÊS MARIAS",412
2000-09-08,"TRÊS MARIAS",208
2000-09-09,"TRÊS MARIAS",309
2000-09-10,"TRÊS MARIAS",221
2000-09-11,"TRÊS MARIAS",231
2000-09-12,"TRÊS MARIAS",232
2000-09-13,"TRÊS MARIAS",230
2000-09-14,"TRÊS MARIAS",236
2000-09-15,"TRÊS MARIAS",220
2000-09-16,"TRÊS MARIAS",233
